N,Z
2496,-236
2497,-258
2498,-254
2499,-212
2500,-234
2501,-254
2502,-252
2503,-234
2504,-240
2505,-220
2506,-230
2507,-242
2508,-244
2509,-256
2510,-250
2511,-228
2512,-220
2513,-228
2514,-242
2515,-244
2516,-234
2517,-250
2518,-248
2519,-256
2520,-232
2521,-256
2522,-242
2523,-234
2524,-236
2525,-240
2526,-250
2527,-240
2528,-248
2529,-240
2530,-224
2531,-228
2532,-232
2533,-246
2534,-222
2535,-248
2536,-258
2537,-224
2538,-244
2539,-262
2540,-256
2541,-232
2542,-238
2543,-252
2544,-236
2545,-234
2546,-248
2547,-262
2548,-240
2549,-242
2550,-254
2551,-258
2552,-242
2553,-252
2554,-222
2555,-236
2556,-234
2557,-234
2558,-230
2559,-248
2560,-224
2561,-250
2562,-320
2563,-238
2564,-112
2565,-258
2566,-386
2567,-196
2568,-166
2569,-314
2570,-214
2571,-182
2572,-302
2573,-214
2574,-182
2575,-310
2576,-238
2577,-178
2578,-244
2579,-256
2580,-226
2581,-242
2582,-242
2583,-206
2584,-236
2585,-274
2586,-262
2587,-234
2588,-232
2589,-238
2590,-242
2591,-254
2592,-240
2593,-238
2594,-242
2595,-224
2596,-238
2597,-258
2598,-230
2599,-230
2600,-248
2601,-230
2602,-242
2603,-252
2604,-246
2605,-240
2606,-236
2607,-242
2608,-224
2609,-230
2610,-258
2611,-248
2612,-234
2613,-256
2614,-252
2615,-218
2616,-242
2617,-250
2618,-242
2619,-238
2620,-252
2621,-240
2622,-222
2623,-244
2624,-248
2625,-224
2626,-220
2627,-250
2628,-242
2629,-244
2630,-256
2631,-240
2632,-230
2633,-238
2634,-244
2635,-234
2636,-240
2637,-252
2638,-234
2639,-248
2640,-248
2641,-206
2642,-222
2643,-308
2644,-254
2645,-162
2646,-256
2647,-298
2648,-198
2649,-230
2650,-280
2651,-212
2652,-250
2653,-268
2654,-210
2655,-218
2656,-270
2657,-252
2658,-230
2659,-236
2660,-244
2661,-234
2662,-254
2663,-248
2664,-232
2665,-224
2666,-240
2667,-238
2668,-234
2669,-242
2670,-250
2671,-242
2672,-238
2673,-238
2674,-236
2675,-264
2676,-256
2677,-234
2678,-242
2679,-242
2680,-222
2681,-232
2682,-256
2683,-242
2684,-240
2685,-238
2686,-232
2687,-234
2688,-258
2689,-228
2690,-220
2691,-240
2692,-248
2693,-222
2694,-224
2695,-254
2696,-240
2697,-230
2698,-246
2699,-240
2700,-236
2701,-230
2702,-232
2703,-222
2704,-232
2705,-240
2706,-244
2707,-240
2708,-246
2709,-230
2710,-232
2711,-244
2712,-230
2713,-234
2714,-218
2715,-250
2716,-242
2717,-244
2718,-254
2719,-236
2720,-222
2721,-282
2722,-320
2723,-162
2724,-128
2725,-348
2726,-324
2727,-114
2728,-248
2729,-290
2730,-152
2731,-268
2732,-310
2733,-178
2734,-234
2735,-290
2736,-196
2737,-218
2738,-268
2739,-236
2740,-212
2741,-256
2742,-220
2743,-226
2744,-276
2745,-262
2746,-244
2747,-232
2748,-228
2749,-222
2750,-236
2751,-250
2752,-236
2753,-246
2754,-240
2755,-234
2756,-242
2757,-250
2758,-220
2759,-240
2760,-250
2761,-228
2762,-226
2763,-238
2764,-240
2765,-250
2766,-240
2767,-256
2768,-230
2769,-220
2770,-240
2771,-232
2772,-236
2773,-236
2774,-244
2775,-222
2776,-228
2777,-264
2778,-256
2779,-238
2780,-240
2781,-242
2782,-228
2783,-250
2784,-240
2785,-234
2786,-252
2787,-248
2788,-232
2789,-250
2790,-248
2791,-238
2792,-232
2793,-242
2794,-232
2795,-240
2796,-252
2797,-252
2798,-242
2799,-256
2800,-224
2801,-192
2802,-262
2803,-326
2804,-210
2805,-178
2806,-294
2807,-258
2808,-196
2809,-286
2810,-256
2811,-214
2812,-268
2813,-258
2814,-224
2815,-256
2816,-256
2817,-228
2818,-230
2819,-242
2820,-240
2821,-252
2822,-262
2823,-240
2824,-220
2825,-234
2826,-250
2827,-246
2828,-258
2829,-256
2830,-230
2831,-232
2832,-242
2833,-234
2834,-246
2835,-248
2836,-236
2837,-240
2838,-248
2839,-236
2840,-236
2841,-256
2842,-242
2843,-226
2844,-232
2845,-238
2846,-242
2847,-234
2848,-252
2849,-238
2850,-234
2851,-240
2852,-254
2853,-236
2854,-252
2855,-248
2856,-232
2857,-224
2858,-242
2859,-238
2860,-228
2861,-246
2862,-242
2863,-228
2864,-234
2865,-262
2866,-236
2867,-238
2868,-246
2869,-234
2870,-248
2871,-250
2872,-246
2873,-226
2874,-232
2875,-244
2876,-250
2877,-250
2878,-248
2879,-214
2880,-242
2881,-306
2882,-246
2883,-118
2884,-236
2885,-376
2886,-212
2887,-166
2888,-312
2889,-218
2890,-186
2891,-304
2892,-214
2893,-164
2894,-304
2895,-266
2896,-180
2897,-248
2898,-270
2899,-236
2900,-256
2901,-254
2902,-216
2903,-218
2904,-238
2905,-252
2906,-228
2907,-236
2908,-258
2909,-232
2910,-242
2911,-250
2912,-248
2913,-248
2914,-246
2915,-226
2916,-230
2917,-256
2918,-220
2919,-230
2920,-250
2921,-232
2922,-228
2923,-242
2924,-244
2925,-242
2926,-238
2927,-246
2928,-214
2929,-248
2930,-250
2931,-256
2932,-236
2933,-236
2934,-256
2935,-226
2936,-252
2937,-260
2938,-236
2939,-242
2940,-248
2941,-238
2942,-220
2943,-258
2944,-242
2945,-240
2946,-240
2947,-252
2948,-234
2949,-240
2950,-244
2951,-240
2952,-242
2953,-236
2954,-248
2955,-222
2956,-224
2957,-238
2958,-246
2959,-246
2960,-256
2961,-212
2962,-222
2963,-308
2964,-256
2965,-160
2966,-228
2967,-290
2968,-214
2969,-228
2970,-272
2971,-228
2972,-240
2973,-280
2974,-228
2975,-216
2976,-256
2977,-238
2978,-242
2979,-236
2980,-242
2981,-254
2982,-244
2983,-242
2984,-238
2985,-242
2986,-244
2987,-240
2988,-238
2989,-246
2990,-240
2991,-242
2992,-240
2993,-244
2994,-254
2995,-232
2996,-228
2997,-244
2998,-250
2999,-232
3000,-240
3001,-242
3002,-240
3003,-242
3004,-254
3005,-240
3006,-244
3007,-246
3008,-250
3009,-232
3010,-234
3011,-250
3012,-242
3013,-238
3014,-252
3015,-244
3016,-224
3017,-242
3018,-248
3019,-238
3020,-244
3021,-252
3022,-242
3023,-232
3024,-246
3025,-248
3026,-234
3027,-244
3028,-246
3029,-236
3030,-234
3031,-242
3032,-244
3033,-238
3034,-252
3035,-242
3036,-242
3037,-240
3038,-242
3039,-226
3040,-264
3041,-298
3042,-178
3043,-166
3044,-326
3045,-298
3046,-150
3047,-254
3048,-306
3049,-182
3050,-230
3051,-288
3052,-192
3053,-228
3054,-300
3055,-208
3056,-208
3057,-266
3058,-254
3059,-238
3060,-258
3061,-238
3062,-218
3063,-256
3064,-250
3065,-236
3066,-230
3067,-232
3068,-248
3069,-234
3070,-252
3071,-244
3072,-238
3073,-246
3074,-238
3075,-222
3076,-256
3077,-248
3078,-228
3079,-246
3080,-244
3081,-228
3082,-242
3083,-240
3084,-230
3085,-238
3086,-246
3087,-246
3088,-218
3089,-234
3090,-256
3091,-230
3092,-252
3093,-256
3094,-246
3095,-218
3096,-240
3097,-256
3098,-228
3099,-234
3100,-242
3101,-232
3102,-232
3103,-248
3104,-242
3105,-246
3106,-258
3107,-250
3108,-228
3109,-238
3110,-250
3111,-232
3112,-244
3113,-242
3114,-232
3115,-226
3116,-246
3117,-252
3118,-238
3119,-250
3120,-232
3121,-176
3122,-238
3123,-320
3124,-232
3125,-140
3126,-268
3127,-282
3128,-210
3129,-270
3130,-266
3131,-192
3132,-238
3133,-262
3134,-224
3135,-238
3136,-256
3137,-234
3138,-240
3139,-244
3140,-244
3141,-256
3142,-260
3143,-252
3144,-216
3145,-246
3146,-250
3147,-236
3148,-246
3149,-246
3150,-248
3151,-238
3152,-236
3153,-246
3154,-252
3155,-248
3156,-224
3157,-210
3158,-240
3159,-240
3160,-232
3161,-238
3162,-234
3163,-240
3164,-238
3165,-256
3166,-230
3167,-234
3168,-232
3169,-226
3170,-256
3171,-244
3172,-228
3173,-240
3174,-258
3175,-244
3176,-234
3177,-250
3178,-240
3179,-230
3180,-242
3181,-252
3182,-242
3183,-246
3184,-252
3185,-242
3186,-232
3187,-238
3188,-252
3189,-242
3190,-240
3191,-244
3192,-234
3193,-236
3194,-242
3195,-244
3196,-246
3197,-250
3198,-240
3199,-222
3200,-308
3201,-280
3202,-104
3203,-190
3204,-390
3205,-250
3206,-154
3207,-310
3208,-236
3209,-168
3210,-300
3211,-256
3212,-190
3213,-268
3214,-266
3215,-184
3216,-242
3217,-266
3218,-242
3219,-244
3220,-252
3221,-218
3222,-234
3223,-260
3224,-262
3225,-242
3226,-232
3227,-248
3228,-236
3229,-240
3230,-256
3231,-244
3232,-230
3233,-254
3234,-244
3235,-252
3236,-262
3237,-234
3238,-224
3239,-246
3240,-250
3241,-226
3242,-246
3243,-238
3244,-222
3245,-240
3246,-254
3247,-238
3248,-224
3249,-256
3250,-246
3251,-212
3252,-246
3253,-248
3254,-216
3255,-234
3256,-262
3257,-224
3258,-234
3259,-260
3260,-252
3261,-218
3262,-232
3263,-254
3264,-232
3265,-238
3266,-250
3267,-240
3268,-220
3269,-238
3270,-256
3271,-230
3272,-236
3273,-252
3274,-220
3275,-230
3276,-258
3277,-242
3278,-238
3279,-256
3280,-198
3281,-206
3282,-302
3283,-310
3284,-172
3285,-222
3286,-282
3287,-210
3288,-198
3289,-290
3290,-234
3291,-212
3292,-268
3293,-224
3294,-222
3295,-258
3296,-250
3297,-216
3298,-228
3299,-248
3300,-248
3301,-244
3302,-248
3303,-228
3304,-220
3305,-238
3306,-252
3307,-244
3308,-254
3309,-258
3310,-232
3311,-224
3312,-228
3313,-238
3314,-254
3315,-240
3316,-222
3317,-238
3318,-252
3319,-242
3320,-244
3321,-256
3322,-244
3323,-232
3324,-244
3325,-224
3326,-240
3327,-242
3328,-242
3329,-232
3330,-240
3331,-236
3332,-230
3333,-228
3334,-236
3335,-246
3336,-214
3337,-228
3338,-254
3339,-222
3340,-228
3341,-244
3342,-248
3343,-234
3344,-244
3345,-250
3346,-242
3347,-234
3348,-238
3349,-228
3350,-232
3351,-248
3352,-242
3353,-236
3354,-248
3355,-256
3356,-252
3357,-244
3358,-250
3359,-224
3360,-248
3361,-210
3362,-146
3363,-310
3364,-326
3365,-160
3366,-244
3367,-314
3368,-178
3369,-216
3370,-300
3371,-192
3372,-238
3373,-300
3374,-218
3375,-208
3376,-274
3377,-244
3378,-228
3379,-258
3380,-242
3381,-222
3382,-244
3383,-260
3384,-248
3385,-222
3386,-250
3387,-238
3388,-232
3389,-252
3390,-256
3391,-240
3392,-248
3393,-232
3394,-212
3395,-244
3396,-244
3397,-232
3398,-250
3399,-248
3400,-226
3401,-242
3402,-246
3403,-242
3404,-252
3405,-244
3406,-234
3407,-224
3408,-242
3409,-248
3410,-236
3411,-240
3412,-256
3413,-240
3414,-228
3415,-252
3416,-256
3417,-236
3418,-236
3419,-248
3420,-246
3421,-242
3422,-244
3423,-242
3424,-232
3425,-244
3426,-246
3427,-228
3428,-242
3429,-252
3430,-244
3431,-232
3432,-256
3433,-242
3434,-232
3435,-242
3436,-244
3437,-238
3438,-242
3439,-244
3440,-200
3441,-250
3442,-324
3443,-242
3444,-178
3445,-254
3446,-270
3447,-202
3448,-260
3449,-274
3450,-196
3451,-244
3452,-272
3453,-222
3454,-248
3455,-274
3456,-250
3457,-230
3458,-238
3459,-234
3460,-238
3461,-248
3462,-232
3463,-220
3464,-232
3465,-234
3466,-250
3467,-226
3468,-248
3469,-236
3470,-234
3471,-228
3472,-230
3473,-252
3474,-248
3475,-218
3476,-242
3477,-246
3478,-248
3479,-234
3480,-246
3481,-244
3482,-246
3483,-236
3484,-256
3485,-252
3486,-258
3487,-260
3488,-254
3489,-234
3490,-248
3491,-252
3492,-244
3493,-240
3494,-258
3495,-232
3496,-230
3497,-250
3498,-244
3499,-244
3500,-242
3501,-234
3502,-230
3503,-226
3504,-244
3505,-238
3506,-228
3507,-238
3508,-224
3509,-218
3510,-246
3511,-244
3512,-240
3513,-238
3514,-242
3515,-224
3516,-232
3517,-222
3518,-222
3519,-210
3520,-284
3521,-290
3522,-142
3523,-180
3524,-362
3525,-244
3526,-146
3527,-290
3528,-256
3529,-152
3530,-284
3531,-264
3532,-182
3533,-266
3534,-270
3535,-186
3536,-256
3537,-258
3538,-234
3539,-232
3540,-238
3541,-202
3542,-240
3543,-264
3544,-236
3545,-242
3546,-250
3547,-248
3548,-234
3549,-240
3550,-240
3551,-258
3552,-240
3553,-226
3554,-250
3555,-256
3556,-224
3557,-242
3558,-246
3559,-240
3560,-240
3561,-254
3562,-246
3563,-240
3564,-242
3565,-244
3566,-236
3567,-242
3568,-248
3569,-240
3570,-236
3571,-254
3572,-246
3573,-230
3574,-246
3575,-256
3576,-234
3577,-236
3578,-252
3579,-252
3580,-244
3581,-246
3582,-250
3583,-240
3584,-228
3585,-226
3586,-254
3587,-246
3588,-244
3589,-246
3590,-242
3591,-256
3592,-252
3593,-238
3594,-234
3595,-232
3596,-234
3597,-238
3598,-264
3599,-228
3600,-188
3601,-276
3602,-336
3603,-190
3604,-156
3605,-306
3606,-268
3607,-190
3608,-264
3609,-266
3610,-192
3611,-226
3612,-276
3613,-232
3614,-226
3615,-256
3616,-242
3617,-220
3618,-232
3619,-258
3620,-254
3621,-238
3622,-226
3623,-222
3624,-228
3625,-244
3626,-242
3627,-244
3628,-250
3629,-238
3630,-240
3631,-236
3632,-238
3633,-260
3634,-234
3635,-230
3636,-248
3637,-256
3638,-228
3639,-236
3640,-248
3641,-236
3642,-244
3643,-236
3644,-236
3645,-248
3646,-246
3647,-240
3648,-224
3649,-240
3650,-234
3651,-252
3652,-238
3653,-242
3654,-240
3655,-218
3656,-236
3657,-256
3658,-240
3659,-226
3660,-246
3661,-240
3662,-224
3663,-238
3664,-270
3665,-240
3666,-230
3667,-232
3668,-228
3669,-242
3670,-234
3671,-234
3672,-236
3673,-238
3674,-252
3675,-248
3676,-248
3677,-234
3678,-220
3679,-208
3680,-314
3681,-270
3682,-90
3683,-208
3684,-400
3685,-212
3686,-136
3687,-294
3688,-250
3689,-196
3690,-294
3691,-234
3692,-204
3693,-246
3694,-238
3695,-240
3696,-256
3697,-264
3698,-232
3699,-234
3700,-224
3701,-228
3702,-256
3703,-268
3704,-224
3705,-224
3706,-248
3707,-234
3708,-224
3709,-256
3710,-250
3711,-240
3712,-240
3713,-242
3714,-228
3715,-256
3716,-242
3717,-232
3718,-228
3719,-234
3720,-252
3721,-246
3722,-242
3723,-236
3724,-238
3725,-220
3726,-232
3727,-226
3728,-232
3729,-240
3730,-240
3731,-232
3732,-244
3733,-234
3734,-232
3735,-256
3736,-256
3737,-230
3738,-230
3739,-244
3740,-232
3741,-238
3742,-248
3743,-242
3744,-220
3745,-240
3746,-246
3747,-242
3748,-240
3749,-228
3750,-234
3751,-262
3752,-244
3753,-256
3754,-248
3755,-250
3756,-232
3757,-240
3758,-258
3759,-206
3760,-206
3761,-320
3762,-300
3763,-162
3764,-192
3765,-330
3766,-234
3767,-212
3768,-288
3769,-240
3770,-204
3771,-260
3772,-264
3773,-216
3774,-238
3775,-252
3776,-226
3777,-226
3778,-258
3779,-240
3780,-248
3781,-244
3782,-234
3783,-240
3784,-246
3785,-242
3786,-240
3787,-242
3788,-228
3789,-220
3790,-242
3791,-244
3792,-242
3793,-256
3794,-236
3795,-232
3796,-248
3797,-244
3798,-236
3799,-244
3800,-244
3801,-240
3802,-230
3803,-232
3804,-244
3805,-244
3806,-244
3807,-244
3808,-242
3809,-246
3810,-244
3811,-244
3812,-236
3813,-238
3814,-236
3815,-226
3816,-248
3817,-242
3818,-228
3819,-238
3820,-252
3821,-242
3822,-238
3823,-244
3824,-246
3825,-236
3826,-226
3827,-244
3828,-242
3829,-242
3830,-240
3831,-240
3832,-244
3833,-250
3834,-232
3835,-234
3836,-256
3837,-230
3838,-220
3839,-266
3840,-288
3841,-180
3842,-120
3843,-338
3844,-294
3845,-132
3846,-256
3847,-276
3848,-186
3849,-264
3850,-272
3851,-200
3852,-254
3853,-260
3854,-204
3855,-254
3856,-268
3857,-206
3858,-242
3859,-242
3860,-200
3861,-234
3862,-286
3863,-248
3864,-220
3865,-238
3866,-256
3867,-242
3868,-248
3869,-242
3870,-240
3871,-232
3872,-238
3873,-220
3874,-240
3875,-262
3876,-232
3877,-236
3878,-248
3879,-240
3880,-248
3881,-238
3882,-238
3883,-242
3884,-248
3885,-246
3886,-242
3887,-232
3888,-258
3889,-234
3890,-224
3891,-246
3892,-252
3893,-230
3894,-244
3895,-240
3896,-246
3897,-216
3898,-238
3899,-250
3900,-228
3901,-244
3902,-246
3903,-236
3904,-224
3905,-244
3906,-238
3907,-238
3908,-256
3909,-222
3910,-222
3911,-246
3912,-240
3913,-244
3914,-240
3915,-240
3916,-248
3917,-240
3918,-252
3919,-224
3920,-192
3921,-244
3922,-312
3923,-210
3924,-168
3925,-266
3926,-260
3927,-220
3928,-268
3929,-252
3930,-206
3931,-232
3932,-242
3933,-250
3934,-242
3935,-236
3936,-232
3937,-224
3938,-248
3939,-256
3940,-242
3941,-228
3942,-208
3943,-234
3944,-256
3945,-244
3946,-254
3947,-244
3948,-242
3949,-232
3950,-236
3951,-248
3952,-244
3953,-238
3954,-220
3955,-236
3956,-248
3957,-238
3958,-248
3959,-244
3960,-234
3961,-232
3962,-248
3963,-240
3964,-228
3965,-242
3966,-242
3967,-234
3968,-242
3969,-252
3970,-222
3971,-236
3972,-244
3973,-250
3974,-228
3975,-234
3976,-248
3977,-248
3978,-234
3979,-250
3980,-250
3981,-240
3982,-238
3983,-256
3984,-236
3985,-234
3986,-242
3987,-238
3988,-238
3989,-244
3990,-244
3991,-232
3992,-246
3993,-248
3994,-236
3995,-236
3996,-244
3997,-218
3998,-232
3999,-308
4000,-266
4001,-108
4002,-226
4003,-382
4004,-200
4005,-168
4006,-302
4007,-220
4008,-196
4009,-310
4010,-240
4011,-200
4012,-272
4013,-226
4014,-214
4015,-262
4016,-240
4017,-214
4018,-252
4019,-232
4020,-208
4021,-250
4022,-274
4023,-240
4024,-226
4025,-238
4026,-236
4027,-242
4028,-254
4029,-248
4030,-236
4031,-248
4032,-222
4033,-224
4034,-252
4035,-240
4036,-230
4037,-230
4038,-246
4039,-234
4040,-242
4041,-240
4042,-238
4043,-236
4044,-242
4045,-226
4046,-260
4047,-256
4048,-256
4049,-228
4050,-232
4051,-254
4052,-236
4053,-210
4054,-250
4055,-256
4056,-224
4057,-232
4058,-262
4059,-244
4060,-240
4061,-244
4062,-240
4063,-236
4064,-244
4065,-236
4066,-234
4067,-240
4068,-244
4069,-234
4070,-242
4071,-256
4072,-242
4073,-228
4074,-238
4075,-250
4076,-226
4077,-242
4078,-264
4079,-214
4080,-186
4081,-324
4082,-318
4083,-158
4084,-196
4085,-328
4086,-248
4087,-196
4088,-272
4089,-226
4090,-188
4091,-254
4092,-260
4093,-230
4094,-250
4095,-260
4096,-234
4097,-214
4098,-244
4099,-250
4100,-248
4101,-236
4102,-208
4103,-234
4104,-238
4105,-256
4106,-240
4107,-242
4108,-234
4109,-226
4110,-234
4111,-252
4112,-244
4113,-254
4114,-226
4115,-226
4116,-242
4117,-252
4118,-242
4119,-252
4120,-244
4121,-238
4122,-250
4123,-242
4124,-236
4125,-248
4126,-232
4127,-232
4128,-240
4129,-258
4130,-242
4131,-236
4132,-244
4133,-238
4134,-234
4135,-244
4136,-250
4137,-244
4138,-230
4139,-232
4140,-240
4141,-238
4142,-254
4143,-242
4144,-238
4145,-230
4146,-244
4147,-242
4148,-234
4149,-248
4150,-244
4151,-240
4152,-240
4153,-252
4154,-244
4155,-240
4156,-234
4157,-202
4158,-258
4159,-322
4160,-196
4161,-88
4162,-320
4163,-384
4164,-132
4165,-196
4166,-328
4167,-194
4168,-220
4169,-304
4170,-210
4171,-198
4172,-272
4173,-228
4174,-228
4175,-262
4176,-246
4177,-230
4178,-232
4179,-214
4180,-234
4181,-254
4182,-260
4183,-240
4184,-228
4185,-234
4186,-232
4187,-244
4188,-252
4189,-240
4190,-234
4191,-250
4192,-242
4193,-242
4194,-250
4195,-242
4196,-238
4197,-228
4198,-242
4199,-234
4200,-254
4201,-242
4202,-248
4203,-232
4204,-244
4205,-238
4206,-248
4207,-246
4208,-252
4209,-232
4210,-236
4211,-244
4212,-232
4213,-240
4214,-248
4215,-240
4216,-214
4217,-230
4218,-258
4219,-232
4220,-228
4221,-248
4222,-240
4223,-232
4224,-236
4225,-252
4226,-258
4227,-228
4228,-230
4229,-228
4230,-238
4231,-238
4232,-228
4233,-230
4234,-234
4235,-224
4236,-232
4237,-256
4238,-244
4239,-168
4240,-228
4241,-354
4242,-240
4243,-94
4244,-274
4245,-320
4246,-182
4247,-226
4248,-296
4249,-178
4250,-212
4251,-296
4252,-226
4253,-218
4254,-264
4255,-238
4256,-196
4257,-256
4258,-256
4259,-240
4260,-250
4261,-236
4262,-216
4263,-238
4264,-232
4265,-224
4266,-250
4267,-240
4268,-224
4269,-228
4270,-232
4271,-232
4272,-252
4273,-256
4274,-230
4275,-232
4276,-240
4277,-242
4278,-240
4279,-244
4280,-226
4281,-232
4282,-234
4283,-252
4284,-254
4285,-242
4286,-244
4287,-240
4568,-196
4569,-248
4570,-264
4571,-206
4572,-244
4573,-258
4574,-238
4575,-224
4576,-248
4577,-254
4578,-246
4579,-260
4580,-246
4581,-226
4582,-234
4583,-240
4584,-242
4585,-252
4586,-242
4587,-228
4588,-240
4589,-250
4590,-244
4591,-248
4592,-254
4593,-238
4594,-232
4595,-240
4596,-240
4597,-240
4598,-234
4599,-232
4600,-226
4601,-234
4602,-250
4603,-250
4604,-232
4605,-256
4606,-236
4607,-220
4608,-224
4609,-254
4610,-256
4611,-238
4612,-268
4613,-246
4614,-220
4615,-240
4616,-254
4617,-226
4618,-224
4619,-258
4620,-232
4621,-228
4622,-240
4623,-244
4624,-244
4625,-252
4626,-242
4627,-228
4628,-246
4629,-236
4630,-232
4631,-230
4632,-238
4633,-238
4634,-228
4635,-234
4636,-236
4637,-214
4638,-290
4639,-260
4640,-140
4641,-204
4642,-344
4643,-230
4644,-156
4645,-288
4646,-248
4647,-178
4648,-280
4649,-250
4650,-178
4651,-272
4652,-262
4653,-162
4654,-234
4655,-258
4656,-222
4657,-238
4658,-244
4659,-212
4660,-230
4661,-256
4662,-256
4663,-234
4664,-230
4665,-252
4666,-232
4667,-222
4668,-238
4669,-244
4670,-238
4671,-238
4672,-226
4673,-232
4674,-258
4675,-224
4676,-218
4677,-244
4678,-236
4679,-220
4680,-256
4681,-238
4682,-226
4683,-248
4684,-250
4685,-244
4686,-240
4687,-250
4688,-248
4689,-242
4690,-258
4691,-230
4692,-226
4693,-254
4694,-236
4695,-220
4696,-244
4697,-254
4698,-226
4699,-230
4700,-244
4701,-238
4702,-232
4703,-256
4704,-244
4705,-228
4706,-248
4707,-226
4708,-220
4709,-242
4710,-250
4711,-232
4712,-238
4713,-252
4714,-238
4715,-234
4716,-256
4717,-224
4718,-208
4719,-286
4720,-298
4721,-188
4722,-198
4723,-274
4724,-238
4725,-218
4726,-274
4727,-242
4728,-214
4729,-264
4730,-248
4731,-206
4732,-258
4733,-278
4734,-218
4735,-230
4736,-234
4737,-226
4738,-250
4739,-254
4740,-236
4741,-230
4742,-240
4743,-248
4744,-256
4745,-242
4746,-256
4747,-234
4748,-234
4749,-244
4750,-244
4751,-254
4752,-246
4753,-234
4754,-230
4755,-250
4756,-236
4757,-248
4758,-256
4759,-238
4760,-230
4761,-242
4762,-246
4763,-230
4764,-242
4765,-246
4766,-240
4767,-232
4768,-246
4769,-232
4770,-242
4771,-264
4772,-248
4773,-232
4774,-244
4775,-248
4776,-230
4777,-226
4778,-244
4779,-236
4780,-226
4781,-240
4782,-250
4783,-258
4784,-242
4785,-244
4786,-232
4787,-238
4788,-258
4789,-260
4790,-234
4791,-236
4792,-242
4793,-244
4794,-250
4795,-234
4796,-216
4797,-238
4798,-316
4799,-230
4800,-90
4801,-248
4802,-400
4803,-186
4804,-176
4805,-302
4806,-192
4807,-208
4808,-320
4809,-220
4810,-178
4811,-296
4812,-230
4813,-192
4814,-258
4815,-250
4816,-240
4817,-250
4818,-228
4819,-230
4820,-238
4821,-256
4822,-256
4823,-228
4824,-226
4825,-228
4826,-228
4827,-248
4828,-258
4829,-252
4830,-246
4831,-236
4832,-226
4833,-256
4834,-262
4835,-246
4836,-222
4837,-248
4838,-228
4839,-232
4840,-256
4841,-258
4842,-242
4843,-250
4844,-242
4845,-218
4846,-226
5266,-232
5267,-244
5268,-250
5269,-236
5270,-238
5271,-240
5272,-236
5273,-242
5274,-240
5275,-214
5276,-268
5277,-330
5278,-182
5279,-56
5280,-358
5281,-414
5282,-106
5283,-192
5284,-332
5285,-168
5286,-230
5287,-322
5288,-192
5289,-208
5290,-296
5291,-212
5292,-210
5293,-288
5294,-256
5295,-216
5296,-226
5297,-218
5298,-234
5299,-260
5300,-262
5301,-224
5302,-208
5303,-234
5304,-236
5305,-236
5306,-264
5307,-242
5308,-230
5309,-240
5310,-234
5311,-228
5312,-252
5313,-246
5314,-226
5315,-232
5316,-248
5317,-242
5318,-240
5319,-254
5320,-250
5321,-226
5322,-242
5323,-250
5324,-228
5325,-240
5326,-252
5327,-238
5328,-218
5329,-252
5330,-244
5331,-222
5332,-240
5333,-256
5334,-220
5335,-224
5336,-256
5337,-232
5338,-222
5339,-250
5340,-234
5341,-210
5342,-248
5343,-250
5344,-238
5345,-230
5346,-242
5347,-218
5348,-220
5349,-248
5350,-242
5351,-220
5352,-228
5353,-232
5354,-248
5355,-256
5356,-228
5357,-202
5358,-228
5359,-326
5360,-250
5361,-162
5362,-256
5363,-288
5364,-232
5365,-250
5366,-252
5367,-208
5368,-234
5369,-252
5370,-208
5371,-238
5372,-260
5373,-242
5374,-212
5375,-230
5376,-242
5377,-232
5378,-266
5379,-256
5380,-222
5381,-218
5382,-230
5383,-242
5384,-234
5385,-226
5386,-222
5387,-228
5388,-242
5389,-246
5390,-256
5391,-256
5392,-246
5393,-228
5394,-234
5395,-236
5396,-228
5397,-258
5398,-242
5399,-226
5400,-218
5401,-244
5402,-252
5403,-246
5404,-248
5405,-228
5406,-214
5407,-254
5408,-256
5409,-242
5410,-232
5411,-242
5412,-256
5413,-228
5414,-250
5415,-262
5416,-242
5417,-244
5418,-248
5419,-222
5420,-230
5421,-238
5422,-242
5423,-236
5424,-240
5425,-242
5426,-234
5427,-240
5428,-246
5429,-234
5430,-232
5431,-240
5432,-236
5433,-218
5434,-222
5435,-236
5436,-208
5437,-300
5438,-272
5439,-120
5440,-184
5441,-400
5442,-254
5443,-146
5444,-296
5445,-234
5446,-168
5447,-318
5448,-266
5449,-184
5450,-282
5451,-280
5452,-242
5453,-242
5454,-272
5455,-246
5456,-242
5457,-212
5458,-246
5459,-276
5460,-256
5461,-234
5462,-226
5463,-238
5464,-230
5465,-240
5466,-256
5467,-248
5468,-238
5469,-244
5470,-228
5471,-242
5472,-256
5473,-232
5474,-226
5475,-258
5476,-240
5477,-224
5478,-248
5479,-248
5480,-226
5481,-246
5482,-256
5483,-232
5484,-232
5485,-258
5486,-256
5487,-234
5488,-236
5489,-238
5490,-224
5491,-230
5492,-264
5493,-250
5494,-220
5495,-230
5496,-242
5497,-228
5498,-242
5499,-258
5500,-234
5501,-226
5502,-240
5503,-234
5504,-230
5505,-240
5506,-240
5507,-232
5508,-238
5509,-248
5510,-232
5511,-230
5512,-236
5513,-238
5514,-236
5515,-256
5516,-222
5517,-190
5518,-302
5519,-326
5520,-168
5521,-154
5522,-308
5523,-284
5524,-194
5525,-260
5526,-262
